,num_words,num_sentences,avg_sentence_length,std_sentence_length,avg_syllable_count,std_syllable_count,avg_letter_count,std_letter_count,flesch_reading_ease,flesh_kincaid_grade,smog_index,lexical_diversity,num_stopwords,num_pronouns,num_verbs,avg_tree_depth,avg_concreteness,num_misspelled,lsa_overlap_avg,essay_set,target,ordinal_score
10,317,22,16.727272727272727,7.814405611749052,1.5173501577287065,0.7402415234756199,4.817034700315458,2.343444946472289,56.55,9.0,11.7,0.6498422712933754,0.4479495268138801,0.10410094637223975,0.15457413249211358,3.0252365930599368,2.3215141955835965,0.00946372239747634,0.6658939846099736,1,6.0,8
11,381,25,16.92,6.1841194468843605,1.4173228346456692,0.7338536877179311,4.414698162729659,2.204348388197575,72.46,7.1,11.5,0.4120734908136483,0.5144356955380578,0.08661417322834646,0.13910761154855644,2.5039370078740157,2.0281102362204724,0.06561679790026247,0.714454665260024,1,6.0,8
12,206,6,35.5,13.560973416388663,1.2427184466019416,0.5581505945483247,3.8446601941747574,1.8597523126633146,62.35,13.0,11.5,0.5922330097087378,0.529126213592233,0.16990291262135923,0.1650485436893204,3.203883495145631,2.2228155339805826,0.08737864077669903,0.7244577819978997,1,5.0,7
13,307,25,13.28,3.867815921162743,1.3452768729641693,0.6845652488649919,4.188925081433225,2.0122519700824975,75.91,5.7,10.6,0.4364820846905538,0.44299674267100975,0.11400651465798045,0.14006514657980457,2.482084690553746,2.0579804560260584,0.08143322475570032,0.8065292362328776,1,4.0,6
14,177,13,15.307692307692308,6.382066219553761,1.3954802259887005,0.7163527579024834,4.4576271186440675,2.2334393109337083,66.23,7.4,10.6,0.559322033898305,0.4576271186440678,0.1016949152542373,0.14124293785310735,2.632768361581921,2.3783615819209043,0.03389830508474576,0.6931415128258478,1,4.0,6
15,516,35,16.97142857142857,7.43396701272063,1.505813953488372,0.8623545980037017,4.775193798449612,2.451043954567849,56.15,9.2,11.7,0.4748062015503876,0.4321705426356589,0.07751937984496124,0.1686046511627907,2.684108527131783,2.40984496124031,0.03488372093023256,0.7300629390193233,1,10.0,12
16,333,18,21.27777777777778,8.463107172105051,1.3303303303303304,0.6714120699403888,4.156156156156156,2.0357348809858045,69.52,8.2,11.3,0.43843843843843844,0.5855855855855856,0.1831831831831832,0.15915915915915915,2.873873873873874,2.2645345345345347,0.021021021021021023,0.8398325182007808,1,6.0,8
17,365,17,24.529411764705884,12.490584689371147,1.3150684931506849,0.643580137704271,4.134246575342465,1.9906525503955246,63.63,10.4,11.1,0.4602739726027397,0.5616438356164384,0.1643835616438356,0.16712328767123288,3.1397260273972605,2.3630958904109587,0.0136986301369863,0.5379844282063194,1,6.0,8
18,66,7,10.285714285714286,3.946064947695181,1.303030303030303,0.6068759084840725,4.409090909090909,2.7678220970357112,87.31,3.4,8.0,0.803030303030303,0.36363636363636365,0.06060606060606061,0.09090909090909091,1.6363636363636365,1.0248484848484851,0.4696969696969697,0.4325806676355542,1,2.0,4
19,154,11,16.09090909090909,6.284179269475775,1.3766233766233766,0.7416456007400171,4.233766233766234,2.4220992563768475,65.52,7.6,10.8,0.6233766233766234,0.461038961038961,0.09740259740259741,0.14935064935064934,3.3766233766233764,2.3922077922077922,0.01948051948051948,0.7616387218776005,1,4.0,6
20,364,20,20.15,6.899847443012208,1.4120879120879122,0.7276264541047033,4.461538461538462,2.2270943270924386,61.26,9.3,11.8,0.5164835164835165,0.5082417582417582,0.12087912087912088,0.1565934065934066,2.8131868131868134,2.330494505494505,0.03021978021978022,0.7418157497967295,1,6.0,8
21,55,2,29.0,2.8284271247461903,1.3818181818181818,0.6523719993908579,4.618181818181818,1.8508347375141914,59.98,11.8,0.0,0.6727272727272727,0.45454545454545453,0.12727272727272726,0.16363636363636364,3.1272727272727274,2.6985454545454552,0.01818181818181818,0.3613534910630034,1,1.0,3
22,501,30,19.1,8.782231277237953,1.3313373253493015,0.6403093064949407,4.24750499001996,2.069448903083874,70.73,7.7,10.4,0.4251497005988024,0.5389221556886228,0.1497005988023952,0.16766467065868262,3.039920159680639,2.309500998003992,0.007984031936127744,0.7995220532159398,1,8.0,10
23,548,39,17.256410256410255,8.735041194485902,1.3941605839416058,0.8031716310129545,4.372262773722627,2.269767278682882,65.01,7.8,10.2,0.4397810218978102,0.4781021897810219,0.11678832116788321,0.16423357664233576,2.7755474452554743,2.4356934306569347,0.010948905109489052,0.7642014625256646,1,9.0,11
24,290,16,20.25,4.464676173400859,1.4172413793103449,0.7498876342664763,4.544827586206897,2.2963166243736457,61.36,9.2,11.6,0.4482758620689655,0.5,0.0896551724137931,0.1896551724137931,2.8137931034482757,2.373344827586207,0.010344827586206896,0.7078266516826461,1,6.0,8
25,344,22,18.772727272727273,9.645782785296669,1.3255813953488371,0.6646748557824477,4.284883720930233,2.206590575740558,72.46,7.1,10.1,0.48255813953488375,0.5319767441860465,0.15406976744186046,0.18604651162790697,3.058139534883721,2.3028197674418602,0.020348837209302327,0.7401986402944547,1,7.0,9
26,115,7,19.0,8.888194417315589,1.2869565217391303,0.685248288864193,4.208695652173913,2.1984669785290576,79.5,6.4,9.6,0.5826086956521739,0.5217391304347826,0.14782608695652175,0.13043478260869565,2.8173913043478263,1.6434782608695653,0.06086956521739131,0.40529682267113115,1,2.0,4
27,359,30,13.566666666666666,7.7712260308775285,1.3426183844011141,0.6744704910878018,4.493036211699164,2.1866357609805562,75.81,5.8,9.7,0.5292479108635098,0.4456824512534819,0.11142061281337047,0.17548746518105848,2.2256267409470754,2.240891364902507,0.03064066852367688,0.6517743809476418,1,7.0,9
28,367,23,18.73913043478261,10.149865163924584,1.3678474114441417,0.7230411627986366,4.29700272479564,2.2106465581161063,72.05,7.2,10.2,0.45231607629427795,0.5504087193460491,0.14168937329700274,0.13896457765667575,2.9536784741144415,2.228092643051771,0.02452316076294278,0.6917397001952534,1,7.0,9
29,257,15,19.133333333333333,6.069439450072408,1.4007782101167314,0.7596253300301052,4.315175097276264,2.2303576796956652,71.04,7.6,11.1,0.4708171206225681,0.4785992217898833,0.13229571984435798,0.2178988326848249,3.0389105058365757,2.2585992217898836,0.0038910505836575876,0.7311920684370856,1,6.0,8
30,455,34,16.352941176470587,8.380649981812095,1.3692307692307693,0.7796548863326943,4.210989010989011,2.315312490181779,72.97,6.9,10.6,0.4945054945054945,0.5098901098901099,0.17582417582417584,0.14945054945054945,2.753846153846154,2.3251868131868134,0.017582417582417582,0.5279030444529214,1,8.0,10
31,469,35,16.17142857142857,6.4511089529389505,1.394456289978678,0.7220956952260442,4.311300639658849,2.2420563032883396,66.03,7.5,10.3,0.47547974413646055,0.5053304904051172,0.13859275053304904,0.15778251599147122,2.5223880597014925,2.3812793176972287,0.0042643923240938165,0.7734442252673358,1,8.0,10
32,163,12,15.583333333333334,8.284249385357002,1.3496932515337423,0.6715905418793741,4.208588957055214,2.0651547269030814,74.29,6.4,10.1,0.6073619631901841,0.4785276073619632,0.09202453987730061,0.15337423312883436,2.8895705521472395,2.179877300613497,0.018404907975460124,0.5155393850519849,1,4.0,6
33,360,26,15.923076923076923,6.758242830340305,1.2416666666666667,0.5683749988130776,3.9472222222222224,2.1425502352029713,82.14,5.4,8.7,0.4666666666666667,0.5194444444444445,0.1111111111111111,0.15555555555555556,2.6277777777777778,2.2834999999999996,0.03333333333333333,0.607902275643114,1,6.0,8
34,416,33,14.606060606060606,8.75692366765933,1.3822115384615385,0.7765049366162682,4.293269230769231,2.204169736235236,67.25,7.0,10.1,0.4230769230769231,0.5,0.14423076923076922,0.18509615384615385,2.7836538461538463,2.4217548076923077,0.007211538461538462,0.7436575399426658,1,7.0,9
35,514,24,25.416666666666668,11.80978469290417,1.350194552529183,0.6881976071456427,4.235408560311284,2.1387155990570075,57.0,10.9,11.5,0.4474708171206226,0.5680933852140078,0.14396887159533073,0.14202334630350194,3.5155642023346303,2.301789883268482,0.007782101167315175,0.8125393269419479,1,8.0,10
36,482,31,17.70967741935484,6.798007298157782,1.2966804979253113,0.6058870729000941,4.215767634854772,2.1635614773009126,71.85,7.3,9.7,0.4979253112033195,0.491701244813278,0.13485477178423236,0.14937759336099585,2.7572614107883817,2.2730705394190873,0.03319502074688797,0.7592387741961949,1,10.0,12
37,355,17,22.470588235294116,8.761547002804525,1.4,0.7650560335447835,4.180281690140845,2.39140526249025,58.92,10.2,12.5,0.4619718309859155,0.5267605633802817,0.12394366197183099,0.15211267605633802,2.87887323943662,2.354788732394366,0.014084507042253521,0.7349702645568561,1,6.0,8
38,445,23,20.869565217391305,16.161976555050682,1.3617977528089888,0.7177771019006922,4.229213483146068,2.1740796047398363,66.88,9.2,11.4,0.4651685393258427,0.47415730337078654,0.11235955056179775,0.17303370786516853,3.2112359550561798,2.3546741573033705,0.020224719101123594,0.7786865222195779,1,8.0,10
39,187,15,14.2,8.873717211116046,1.4171122994652405,0.814734077078703,4.1550802139037435,2.36063445294117,67.86,6.8,10.6,0.5935828877005348,0.5240641711229946,0.1497326203208556,0.16042780748663102,2.4919786096256686,2.56903743315508,0.026737967914438502,0.665408585191597,1,5.0,7
40,41,3,14.666666666666666,4.932882862316248,1.3658536585365855,0.6984302957695782,4.317073170731708,2.2520992916637126,74.49,6.3,10.5,0.7560975609756098,0.4878048780487805,0.07317073170731707,0.17073170731707318,2.3658536585365852,2.3963414634146343,0.0,0.38666244170258246,1,0.0,2
41,280,15,20.133333333333333,9.257172251570028,1.3,0.582910753234626,4.107142857142857,1.9109059893016183,74.83,8.2,9.7,0.4714285714285714,0.5464285714285714,0.16071428571428573,0.11071428571428571,2.7285714285714286,2.2643214285714284,0.03214285714285714,0.7694579520932752,1,6.0,8
42,138,8,19.125,6.62112420320641,1.3985507246376812,0.7202985499484678,4.36231884057971,2.2342458319855116,70.63,7.8,11.0,0.6086956521739131,0.5217391304347826,0.12318840579710146,0.15942028985507245,2.710144927536232,2.309927536231884,0.014492753623188406,0.7891427342506308,1,4.0,6
43,302,28,12.392857142857142,3.8038896828873363,1.2649006622516556,0.6012388843706753,4.0198675496688745,1.9133043503885894,85.49,4.1,8.7,0.36423841059602646,0.4735099337748344,0.08940397350993377,0.15894039735099338,2.486754966887417,2.6044701986754966,0.013245033112582781,0.8055702321892811,1,6.0,8
44,311,22,16.363636363636363,7.7861015035367105,1.2636655948553055,0.6074256126549503,4.054662379421222,1.856176037561857,80.51,6.0,9.9,0.4855305466237942,0.5434083601286174,0.1189710610932476,0.12540192926045016,3.1286173633440515,2.427781350482315,0.02572347266881029,0.8224582145360793,1,6.0,8
45,302,11,30.272727272727273,20.66441825501463,1.3642384105960266,0.7731666232817697,4.258278145695364,2.3497043743055075,60.89,11.5,11.7,0.3543046357615894,0.5165562913907285,0.18543046357615894,0.19205298013245034,3.4271523178807946,2.2599668874172183,0.013245033112582781,0.8074503733791298,1,6.0,8
46,318,19,18.263157894736842,8.040467822646736,1.29874213836478,0.6219423549808071,4.059748427672956,2.102923291954071,70.73,7.7,10.3,0.5314465408805031,0.4937106918238994,0.09433962264150944,0.13522012578616352,3.1352201257861636,2.2752201257861633,0.040880503144654086,0.7091503229118584,1,6.0,8
47,538,33,18.848484848484848,8.074346769713062,1.2602230483271375,0.5878483526597388,3.970260223048327,1.940226024753284,80.11,6.2,9.3,0.4144981412639405,0.5743494423791822,0.12267657992565056,0.12267657992565056,2.620817843866171,2.5066356877323424,0.0055762081784386614,0.7342430285812587,1,9.0,11
48,316,27,13.037037037037036,4.433105193024597,1.4240506329113924,0.7625712877211814,4.5854430379746836,2.4356434161661027,68.06,6.7,10.7,0.47151898734177217,0.5158227848101266,0.14240506329113925,0.12974683544303797,2.3037974683544302,2.298101265822785,0.006329113924050633,0.7952293676756648,1,4.0,6
49,84,4,22.0,13.165611772087667,1.369047619047619,0.6545441144072003,4.595238095238095,2.239400993591262,67.28,9.0,11.2,0.75,0.44047619047619047,0.07142857142857142,0.14285714285714285,2.8095238095238093,1.6071428571428572,0.07142857142857142,0.37785463648883716,1,3.0,5
50,570,14,43.0,20.422461239452094,1.1807017543859648,0.48598588814563926,3.756140350877193,1.781127142969706,60.76,15.7,9.9,0.3508771929824561,0.5859649122807018,0.16666666666666666,0.14035087719298245,3.442105263157895,2.3940175438596496,0.014035087719298246,0.8387332188230112,1,7.0,9
51,237,15,17.266666666666666,6.808258290662961,1.3755274261603376,0.729458991167746,4.3924050632911396,2.2666580427329834,63.59,8.4,10.7,0.5780590717299579,0.48523206751054854,0.14767932489451477,0.1518987341772152,3.0337552742616034,2.0948101265822783,0.03375527426160337,0.493889655925582,1,5.0,7
52,419,28,17.214285714285715,7.790579034521227,1.243436754176611,0.5728495278139907,4.009546539379475,2.03789565321757,80.92,5.9,9.2,0.44630071599045346,0.60381861575179,0.16706443914081145,0.15274463007159905,2.5823389021479715,2.327708830548926,0.014319809069212411,0.6725091370177796,1,6.0,8
53,408,32,15.0625,8.62456169994331,1.3676470588235294,0.6847818232084827,4.303921568627451,2.2367896250557937,75.2,6.0,9.8,0.5220588235294118,0.5024509803921569,0.12990196078431374,0.15196078431372548,2.769607843137255,2.4475245098039213,0.02696078431372549,0.6129097972482883,1,8.0,10
54,237,12,21.75,11.152863472506226,1.3839662447257384,0.7132495217044914,4.60337552742616,2.2537325909327515,59.84,9.8,12.7,0.46835443037974683,0.540084388185654,0.14345991561181434,0.11814345991561181,2.7510548523206753,2.3021518987341767,0.016877637130801686,0.4957104843956586,1,6.0,8
55,468,22,23.0,12.482368517614107,1.6452991452991452,0.9696901844349142,5.027777777777778,2.8301825702449643,41.4,12.8,15.3,0.5256410256410257,0.48504273504273504,0.07905982905982906,0.1452991452991453,3.8290598290598292,2.0979273504273506,0.01282051282051282,0.6764969233409585,1,8.0,10
56,285,23,14.217391304347826,6.999717667937046,1.4701754385964911,0.7243172871699286,4.754385964912281,2.442873378516434,67.04,7.1,10.9,0.5333333333333333,0.47719298245614034,0.042105263157894736,0.1368421052631579,2.56140350877193,2.1892982456140353,0.028070175438596492,0.7706402366807013,1,7.0,9
57,194,14,16.071428571428573,7.184002374017571,1.3969072164948453,0.7141723871730845,4.22680412371134,2.1904415748976054,74.08,6.4,10.9,0.5567010309278351,0.5463917525773195,0.18556701030927836,0.19072164948453607,2.5927835051546393,2.376237113402062,0.020618556701030927,0.5483429884867709,1,5.0,7
58,428,23,20.782608695652176,9.727919154022286,1.3738317757009346,0.6778304622608344,4.399532710280374,2.1721463858690924,60.45,9.6,10.9,0.4532710280373832,0.5163551401869159,0.11448598130841121,0.17289719626168223,3.1728971962616823,2.2828971962616826,0.016355140186915886,0.8625562624027531,1,6.0,8
59,68,6,13.5,2.258317958127243,1.6029411764705883,0.9641283416510038,4.794117647058823,2.4650320062674114,51.55,8.9,11.9,0.7205882352941176,0.45588235294117646,0.08823529411764706,0.14705882352941177,2.661764705882353,2.5057352941176467,0.029411764705882353,0.7234498248425989,1,2.0,4
60,301,23,14.652173913043478,6.859689203482869,1.3920265780730896,0.7017617444388929,4.4485049833887045,2.131080967680115,75.1,6.0,10.2,0.5049833887043189,0.4750830564784053,0.09966777408637874,0.18604651162790697,2.514950166112957,2.56093023255814,0.013289036544850499,0.48601717641345044,1,6.0,8
61,281,15,20.733333333333334,9.184355227906908,1.2633451957295374,0.5809857863887594,4.120996441281139,2.1809943022428695,76.35,7.6,10.3,0.4412811387900356,0.4804270462633452,0.15302491103202848,0.20284697508896798,3.1281138790035588,2.282846975088968,0.03202846975088968,0.651853053319587,1,6.0,8
62,285,18,17.833333333333332,8.375384100059495,1.3298245614035087,0.7243172871699286,4.298245614035087,2.2902496349013037,71.04,7.6,10.5,0.4245614035087719,0.5824561403508772,0.1649122807017544,0.16140350877192983,2.4947368421052634,2.3647368421052635,0.0035087719298245615,0.7108623487083753,1,6.0,8
63,212,10,22.9,9.158481193832184,1.25,0.5912072955831236,4.014150943396227,2.068675821590524,60.11,13.9,12.5,0.4528301886792453,0.5613207547169812,0.1320754716981132,0.16037735849056603,2.990566037735849,2.333820754716981,0.018867924528301886,0.8496090214362864,1,5.0,7
64,411,24,19.708333333333332,7.675365260628186,1.3236009732360097,0.684249759278161,4.333333333333333,2.21818060654493,70.84,7.7,10.4,0.43795620437956206,0.5620437956204379,0.1411192214111922,0.15328467153284672,2.586374695863747,2.3677372262773724,0.024330900243309004,0.7999827354556931,1,7.0,9
65,372,25,16.64,7.3477887830285376,1.446236559139785,0.7557947409976237,4.564516129032258,2.429297599560913,64.91,7.9,10.7,0.521505376344086,0.4838709677419355,0.11827956989247312,0.1774193548387097,2.8870967741935485,2.252016129032258,0.02956989247311828,0.6320438594700364,1,7.0,9
66,293,20,16.45,7.625959818796237,1.3651877133105803,0.7260441575776433,4.3447098976109215,2.3189099797791872,65.01,7.8,11.6,0.4539249146757679,0.46075085324232085,0.12286689419795221,0.15358361774744028,3.0102389078498293,2.344880546075085,0.020477815699658702,0.7013993159829571,1,6.0,8
67,387,34,13.470588235294118,6.131069876074807,1.3953488372093024,0.6876249352463002,4.434108527131783,2.2355290360657145,68.26,6.6,9.6,0.5322997416020672,0.5038759689922481,0.12144702842377261,0.14987080103359174,2.343669250645995,2.294005167958656,0.015503875968992248,0.8101310137761271,1,7.0,9
68,237,17,16.294117647058822,8.289788190013912,1.2911392405063291,0.6408131500225269,3.9915611814345993,2.1012336190620418,74.79,6.2,8.7,0.5527426160337553,0.5527426160337553,0.1308016877637131,0.16877637130801687,3.0084388185654007,2.317257383966245,0.008438818565400843,0.6186610430640439,1,5.0,7
69,393,28,17.178571428571427,8.7137761148594,1.470737913486005,0.8297920289069257,4.595419847328245,2.5538445187265353,56.15,9.2,11.9,0.5038167938931297,0.5241730279898219,0.12213740458015267,0.11959287531806616,3.340966921119593,2.208320610687023,0.010178117048346057,0.763648280702371,1,10.0,12
70,432,21,22.714285714285715,12.919531172387243,1.3055555555555556,0.6124513649267334,4.268518518518518,2.0384083754225246,66.98,9.2,10.8,0.41435185185185186,0.5300925925925926,0.12037037037037036,0.1712962962962963,3.675925925925926,1.8541666666666667,0.027777777777777776,0.8030529764393292,1,8.0,10
71,517,23,26.130434782608695,10.40674758303078,1.5570599613152805,0.8440015558295104,4.90715667311412,2.4524720641438438,50.06,11.5,13.8,0.44294003868471954,0.4661508704061896,0.0851063829787234,0.1450676982591876,3.123791102514507,2.0761508704061895,0.02127659574468085,0.8500246420326455,1,8.0,10
72,354,21,20.761904761904763,11.802138627828272,1.3276836158192091,0.7100825881922077,4.192090395480226,2.197692488746237,61.26,9.3,10.7,0.4632768361581921,0.5480225988700564,0.10451977401129943,0.11581920903954802,3.1299435028248586,2.243728813559322,0.022598870056497175,0.6390989596959477,1,6.0,8
73,299,28,13.035714285714286,4.895062840417906,1.3010033444816054,0.6209694169339585,4.3076923076923075,1.9052138879136429,85.69,4.0,8.2,0.47157190635451507,0.431438127090301,0.12040133779264214,0.20066889632107024,2.301003344481605,2.293444816053512,0.010033444816053512,0.607520603289908,1,5.0,7
74,347,21,18.571428571428573,6.037975062646654,1.5187319884726225,0.8778393108695259,4.746397694524496,2.389574536535617,54.63,9.8,12.9,0.5273775216138329,0.4322766570605187,0.03170028818443804,0.14985590778097982,3.123919308357349,2.2265994236311237,0.01729106628242075,0.6164779290771589,1,6.0,8
75,286,19,19.42105263157895,8.783290888409045,1.472027972027972,0.9611327815532169,4.5,2.5085817619006066,55.54,9.4,11.5,0.46503496503496505,0.4755244755244755,0.1048951048951049,0.16083916083916083,2.944055944055944,2.5390909090909095,0.017482517482517484,0.7406763189951155,1,6.0,8
76,508,47,12.787234042553191,4.447452471641666,1.3976377952755905,0.7940572733509837,4.5236220472440944,2.421434744884501,68.67,6.4,9.8,0.4311023622047244,0.4704724409448819,0.12401574803149606,0.1594488188976378,2.279527559055118,2.1585236220472437,0.011811023622047244,0.647744068389375,1,8.0,10
77,403,32,15.71875,7.992877373616927,1.3548387096774193,0.6987160657859426,4.374689826302729,2.0627119738671817,66.23,7.4,10.6,0.40198511166253104,0.45409429280397023,0.12158808933002481,0.17866004962779156,2.803970223325062,2.408684863523573,0.01488833746898263,0.6466428791859401,1,8.0,10
78,371,18,23.055555555555557,14.610520875774343,1.3153638814016173,0.6780385580122863,4.1617250673854445,2.1474664493851336,66.88,9.2,11.6,0.41778975741239893,0.5929919137466307,0.1320754716981132,0.11859838274932614,2.849056603773585,1.803234501347709,0.0026954177897574125,0.5592953103680228,1,8.0,10
79,392,22,20.681818181818183,8.88222603821471,1.3928571428571428,0.6924880085198111,4.502551020408164,2.1962520090863515,60.24,9.7,11.2,0.5127551020408163,0.46683673469387754,0.07142857142857142,0.14030612244897958,3.2168367346938775,2.2267602040816326,0.04336734693877551,0.7127198030770637,1,6.0,8
80,359,16,25.5,9.345230512584124,1.3426183844011141,0.6619295029018631,4.114206128133705,2.115596214514331,65.35,9.8,11.6,0.40947075208913647,0.5515320334261838,0.1532033426183844,0.17270194986072424,3.0919220055710306,2.443760445682451,0.005571030640668524,0.7327378519674206,1,6.0,8
81,279,23,13.826086956521738,4.260304875059823,1.5197132616487454,0.900921943977414,4.734767025089606,2.6432843913557624,59.09,8.0,10.9,0.4982078853046595,0.48028673835125446,0.16129032258064516,0.15053763440860216,2.6129032258064515,2.228781362007169,0.02867383512544803,0.5836871006373787,1,6.0,8
82,210,9,24.666666666666668,8.215838362577491,1.3333333333333333,0.7342172431423767,4.109523809523809,2.3339402914640703,64.95,9.9,11.6,0.5523809523809524,0.5952380952380952,0.1380952380952381,0.14285714285714285,2.933333333333333,2.2093333333333334,0.047619047619047616,0.7254545541282995,1,5.0,7
83,195,11,19.454545454545453,11.07577208472291,1.205128205128205,0.5265863211115661,3.8205128205128207,1.7420185422775818,78.18,6.9,8.8,0.4256410256410256,0.5692307692307692,0.2564102564102564,0.15384615384615385,3.082051282051282,2.663128205128205,0.02564102564102564,0.7783646299876399,1,4.0,6
84,543,31,19.548387096774192,6.41788495626308,1.3867403314917126,0.7399817121340762,4.362799263351749,2.1917021242239714,62.17,8.9,11.6,0.3812154696132597,0.5543278084714549,0.15101289134438306,0.14548802946593,2.8232044198895028,2.196611418047882,0.014732965009208104,0.8215921113053322,1,8.0,10
85,411,28,16.321428571428573,6.594349834172413,1.5669099756690998,0.9408221309683119,4.878345498783455,2.7336731632121416,56.25,9.1,12.2,0.49391727493917276,0.4209245742092457,0.043795620437956206,0.12408759124087591,2.7396593673965937,2.115669099756691,0.024330900243309004,0.7620412466329459,1,6.0,8
86,396,39,12.897435897435898,6.120693423886201,1.371212121212121,0.7670951588550016,4.28030303030303,2.321002818859846,68.26,6.6,9.2,0.5252525252525253,0.5126262626262627,0.15151515151515152,0.13636363636363635,2.4318181818181817,1.8131313131313131,0.015151515151515152,0.7344170876903949,1,8.0,10
87,438,19,24.894736842105264,9.091477919471282,1.2808219178082192,0.6532070226493426,3.9474885844748857,2.1220172160203554,74.42,8.4,9.9,0.4155251141552511,0.6141552511415526,0.13013698630136986,0.1415525114155251,3.1689497716894977,2.2747260273972603,0.0136986301369863,0.7806706017730832,1,7.0,9
88,232,29,9.206896551724139,2.1774708517784633,1.3189655172413792,0.6592549635997443,4.310344827586207,1.9952922649503086,80.28,4.1,8.5,0.4267241379310345,0.5517241379310345,0.15086206896551724,0.15517241379310345,1.793103448275862,2.0905172413793105,0.017241379310344827,0.7355516829805102,1,4.0,6
89,225,9,28.88888888888889,21.221713199247397,1.3822222222222222,0.7106614401666116,4.191111111111111,2.226847369342858,62.61,10.8,13.0,0.48444444444444446,0.5644444444444444,0.10666666666666667,0.13777777777777778,3.2888888888888888,2.418533333333334,0.017777777777777778,0.6534330029632824,1,5.0,7
90,229,15,16.866666666666667,13.135919493982176,1.3537117903930131,0.6567775698210362,4.353711790393013,2.1361029290716416,72.66,7.0,9.7,0.48034934497816595,0.48034934497816595,0.11790393013100436,0.15283842794759825,2.646288209606987,2.2151091703056767,0.026200873362445413,0.7068992303380472,1,6.0,8
91,625,52,14.5,11.397454136091698,1.3296,0.6627719567593869,4.0256,2.236637815550099,75.4,5.9,10.1,0.4048,0.5392,0.1664,0.1712,3.016,2.4021280000000003,0.0208,0.7396745383179604,1,9.0,11
92,530,22,27.772727272727273,9.268131872080177,1.5018867924528303,0.8936851693224067,4.733962264150944,2.6280041516100296,46.71,12.8,14.2,0.5075471698113208,0.4660377358490566,0.06037735849056604,0.11132075471698114,3.6018867924528304,1.7962264150943397,0.018867924528301886,0.7459315466489199,1,9.0,11
